Id,Text,Target
2.85E+17,I don't feel good.,1
2.85E+17,i'm in love,0
2.85E+17,tired of pretending to be happy when all I want to do is cry,1
2.85E+17,I'm ugly,1
2.85E+17,I don't feel good,1
2.85E+17,i'm fine,0
2.85E+17,"RT : my life is such a mess, omfg",1
2.85E+17,I'm so ugly,1
2.85E+17,omfg i have the best character voices ever,0
2.85E+17,RT : I don't feel good,1
2.85E+17,I don't think I'm good,1
2.85E+17,I feel so happy,0
2.85E+17,I swear I've never been so happy,1
2.85E+17,I'm happy,0
2.85E+17,RT : I love my life and the people in it,0
2.85E+17,RT @JayeSSee777: Hate my life,1
2.85E+17,yea I'm good,0
2.85E+17,RT : I love myself,0
2.85E+17,Lawl I have no life 😭,1
2.85E+17,I have the best life.,0
2.85E+17,I'm too comfy,0
2.85E+17,I'm in a fuck shit up mood ok,1
2.85E+17,I'm fine,0
2.85E+17,Looking back on my life.... Im happy,0
2.85E+17,I KNOW I AM BAD,1
2.85E+17,I have the best bf ever,0
2.85E+17,I sware life is a bitch,1
2.85E+17,RT @EvergreenJC: Watashi no jinsei wa saik_ da. _________ 'My life is awesome',0
2.85E+17,RT : i am so happy,0
2.85E+17,I'm happy. Very happy. Really i am,0
2.85E+17,MY LIFE IS COMPLETE O LOVE YOU GOODNIGHT,0
2.85E+17,“:  preach it” I hate myself for being awake.,1
2.85E+17,I LOVE my life ! FUCK WHO DONT,0
2.85E+17,My life is so boring,1
2.85E+17,Watashi no jinsei wa saik_ da. __ _______ 'My life is awesome',0
2.85E+17,I'm so blessed,0
2.85E+17,Life has killed the dream I dream,1
2.85E+17,RT @madalynfarkas: I can't sleep. I am not happy. #BadDay,1
2.85E+17,"I know I complain much, but I really am happy. I'm blessed with wonderful people who make this life bearable",0
2.85E+17,I really hate my life ugh 😡 😡,1
2.85E+17,I'm doing great,0
2.85E+17,RT : I Love my life & ALL the ppl dats in it <3,0
2.85E+17,I'm a good dude,0
2.85E+17,RT : I'm actually having fun(:,0
2.85E+17,RT : I'm in love,0
2.85E+17,RT @ChrisBigJohnson: Looking back on my life.... Im happy,0
2.85E+17,I'm very happyüèä‚òÄüëôüëØüëçüíùüéÅ,0
2.85E+17,I'm sad,1
2.85E+17,good. I'm so happy üëèüëè,0
2.85E+17,They think I'm a bad girl,1
2.85E+17,I know I'm amazing,0
2.85E+17,I'm good,0
2.85E+17,I have no life,1
2.85E+17,@CaytlynMcAdam ugh story of my life. Hate it,1
2.85E+17,God bless me :p,0
2.85E+17,I hate being up by myself,1
2.85E+17,Ahahaha I'm A Good One,0
2.85E+17,I like to be to myself at times,0
2.85E+17,Honestly I love my life no thanks to  &,0
2.85E+17,RT : Man I Love My Life And The People In It,0
2.85E+17,I fucking suck lol,1
2.85E+17,": I like to be to myself at times	1
285299695595704321	I hate myself	0
285299703871062016	I'm a good boy	1
285299733239562240	i love my life	1
285299754131390465	I hate myself	0
285299766953406464	RT : I don't feel so good	0
285299821198319616	gosh, i love how nonchalant i am.. haha	1
285299828118925313	i am not perfect	0
285299837501599744	I actually couldn't be any happier.	1
285299859219693569	RT : I don't want nobody else	0
285299980825133057	I'm sad	0
285299997480714240	Wil And I Have So Many Good Memories	1
285300018485796864	I live a sad sad life of constant bullying	0
285300069815681024	I'm so in love.	1
285300102350909440	I got a pocket full of sunshine	1
285300119262355456	I'm terrible	0
285300119287521280	RT : I'm too stressed for sleep	0
285300161163440128	RT : I have amazing friends....at college.	1
285300194545917953	‚Äú: I don't feel good üò∑	0
285300198387888128	my life all dumb and shit lmfaoo	0
285300312288423936	Going through life with all this pain thrown in my face when all I want is to be...HAPPY	0
285300312313565184	Hello i am a bad girl	0
285300349764501504	RT : I regret this life style	0
285300356030820352	My dog thinks I'm beautiful	1
285300362490028032	because I'm awesome	1
285300395893465088	I'm sad	0
285300400104550400	Whatever i'm the opposite of perfection	0
285300433591873536	i'm good at everything i do. lol	1
285300467209216000	@YoMillz yus, life goal complete. I'm now satisfied""",0
2.85E+17,my life is complete,0
2.85E+17,I'm definitely not that good,1
2.85E+17,bitch i'm still fabulous,0
2.85E+17,I know I'm bad,1
2.85E+17,"*smiles* I promise, I'm fine",0
2.85E+17,‚Äú: I dont feel so good,1
2.85E+17,idc I'm happy,0
2.85E+17,Why am I so sad,1
2.85E+17,I'm happy,0
2.85E+17,fuck my life,1
2.85E+17,RT : I love my life,0
2.85E+17,i think im in love,0
2.85E+17,"wow, i'm bad",1
2.85E+17,RT : I been too good man I swear,0
2.85E+17,Am I a good person,0
2.85E+17,I'm sad ... üíî,1
2.85E+17,"it's sucks to be me , phone dry",1
2.85E+17,"I'm a good guy, right",0
2.85E+17,"there so amazing, I'm in love Ô£ø√º√≤√ß",0
2.85E+17,I love that I'm pretty awesome,0
2.85E+17,Fuck my life,1
2.85E+17,I love myself,0
2.85E+17,I'm in love,0
2.85E+17,I'm good,0
2.85E+17,RT @AYungHandsomeMF: Fuck your life I love mine,0
2.85E+17,I'm good,0
2.85E+17,Cause I have no life,1
2.85E+17,Pitch Perfect is my life #moviesthatmakeyoucry #oflaughter,0
2.85E+17,RT : I'm the bad person I guess,1
2.85E+17,I feel happy,0
2.85E+17,I'm so happy,0
2.85E+17,ehh I think I'm good,0
2.85E+17,I'm a good artista,0
2.85E+17,RT : I'm so boring,1
2.85E+17,Fuck with my life (⌣̩_,1
2.85E+17,I'm so proud.,0
2.85E+17,Im good at what I do! Ha,0
2.85E+17,I'm not a afraid of losing as long as give my all each time I try I'm fine,1
2.85E+17,i'm still sad :',1
2.85E+17,RT : I'm ugly...,1
2.85E+17,I feel like I'm on top of the world with your love,0
2.85E+17,My life isn't perfect but it does have perfect moments,0
2.85E+17,I am so sad,1
2.85E+17,Nah i'm good,0
2.85E+17,#6 I'm a disappointment,1
2.85E+17,I am so happy,0
2.85E+17,I sleep good knowing everything is good,0
2.85E+17,I LOVE MY LIFE,0
2.85E+17,RT @KayleeKnorr: I have such a good life (: living it up w/ @Hann_Vann @MissLeah324,0
2.85E+17,RT : I'm just keeping myself happy,0
2.85E+17,RT @katherineb__: I wish there was a way to describe how happy I feel with my life.I'm not trying to brag I just want to show that it's,0
2.85E+17,So apparently I'm ugly...,1
2.85E+17,there was so much more i wanted,1
2.85E+17,I don't  feel good.,1
2.85E+17,I'm in love,0
2.85E+17,I'm just so miserable with life,1
2.85E+17,I love life,0
2.85E+17,I want to die,1
2.85E+17,‚Äö√Ñ√∫: i need more,1
2.85E+17,"RT @BlahBlahBlahh_: #jamaicanlyricsyouliketoscream i am blessed , i am blessed , everyday of my life i am blessed _",0
2.85E+17,So i guess i hate myself,1
2.85E+17,I don't feel good,1
2.85E+17,RT : I'm proud to say I love my life an the people in it üíï...... i couldn't ask for anything better !!!!!,0
2.85E+17,Fuck I don't feel good,1
2.85E+17,I'm happy,0
2.85E+17,I've made like the worst mistakes ever,1
2.85E+17,Yeah what happen to my life is terrible,1
2.85E+17,I have some interesting friends,0
2.85E+17,I'M BAD I'M BAD.....,1
2.85E+17,RT : I've just shit myself,1
2.85E+17,"no I'm Happy. What am I saying? I'm so fucking happy. All the time, I mean why the fuck shouldn't I be? I'm so fucking peachy",0
2.85E+17,yup lol i'm the best,0
2.85E+17,RT :  ‚ô• i love so much is my life haahaha,0
2.85E+17,Absolutely love my life.,0
2.85E+17,haha I'm so happy,0
2.85E+17,I officialy have no life...,1
2.85E+17,RT : I have some amazing friends 😂,0
2.85E+17,I have no life,1
2.85E+17,I know devan 😥 my life sucks,1
2.85E+17,Fuck me and my movie-type life,1
2.85E+17,RT @BlessedNfull_: Thank You Jesus For Blessing Me Each And Everyday.. I Love You! xoxoxoxo,0
2.85E+17,I love my life.lol (y,0
2.85E+17,Honestly I think I'm ugly,1
2.85E+17,I love laughing it makes life so much fun for me,0
2.85E+17,I have such attractive friends,0
2.85E+17,I'm good,0
2.85E+17,My life in a nutshell head ass _,1
2.85E+17,RT : I know i look good,0
2.85E+17,I have the best boyfriend ever,0
2.85E+17,I have the worst headache.,1
2.85E+17,I'm sick and it sucks,1
2.85E+17,I'm not feelin the love,1
2.85E+17,"(No really, I'm fine",0
2.85E+17,I am so awesome,0
2.85E+17,"sorry, i have to pretend i have friends",1
2.85E+17,I have the best friends ever!!! Thanks guys,0
2.85E+17,I'm blessed to have what I have,0
2.85E+17,RT @_TaylorrGang: I just wanna start my whole life over,1
2.85E+17,Fml I'm so uncomfortable,1
2.85E+17,have a great life and make everything in my list come true,0
2.85E+17,"I got what I want and need, life is great!",0
2.85E+17,I'm so perfect,0
2.85E+17,I talk too much i have no life,1
2.85E+17,"Well duh,I'm fabulous.",0
2.85E+17,I hate feeling disappointed myself,1
2.85E+17,RT @5undrop: I wish I could be happy,1
2.85E+17,I'm happy,0
2.85E+17,NYE  I CANNOT BELIEVE THIS SO HAPPY,0
2.85E+17,Everything good in my life I fuck up,1
2.85E+17,RT : there was so much more i wanted,1
2.85E+17,RT @YaBoyIsTheTruth: I'm a nice guy. Just let me nice,0
2.85E+17,I've become friends with depression,1
2.85E+17,"I love life, the lows makes me appreciate the highs",0
2.85E+17,all my dreams come true please,0
2.85E+17,RT : I'm So Fucking Horrible,1
2.85E+17,RT :  nah I'm good,0
2.85E+17,my life is flat,1
2.85E+17,I guess i'm not that good,1
2.85E+17,"I love people in my life, just want to add people to it",0
2.85E+17,I'M AWESOME,0
2.85E+17,I have everything I need,0
2.85E+17,RT : I get in trouble for everything,1
2.85E+17,"Yeah, I'm good",0
2.85E+17,RT : I'm a Rusher & I'm Proud,0
2.85E+17,I'm still happy,0
2.85E+17,My life is great,0
2.85E+17,I'm Blessed (Àò É∆™Àò,0
2.85E+17,I'm having fun,0
2.85E+17,RT :   I fucking love simple life memes,0
2.85E+17,damn I'm ugly,1
2.85E+17,I'm so blessed,0
2.85E+17,i am always happy even if i cry,0
2.85E+17,I dont feel good,1
2.85E+17,I feel sick☝= bed time for me,1
2.85E+17,I'm perfect,0
2.85E+17,Life taught me bookoo shit,1
2.85E+17,I really do love my life,0
2.85E+17,#MyWishIn2013 my dreams come true,0
2.85E+17,My life is flat,1
2.85E+17,"no way.., I'm good",0
2.85E+17,hahaha I'm that good,0
2.85E+17,"I'm so blessed, thank god",0
2.85E+17,My life sucks,1
2.85E+17,"Fuck my life., for real man",1
2.85E+17,I love being content _ #happyhappyhappy,0
2.85E+17,I love my life,0
2.85E+17,Why do i feel so damn good,0
2.85E+17,Why the fuck am I always sad,1
2.85E+17,Damn right I like the life I live,0
2.85E+17,I just wanna die! I hate my life everyone does me wrong,1
2.85E+17,RT : I've just shit myself,1
2.85E+17,I'm lovely,0
2.85E+17,*watched.. Oh alright my life is bad lol,1
2.85E+17,RT : I feel good,0
2.85E+17,RT @Macdaddyy_26: I am happy that's just the saddest lie,1
2.85E+17,RT : my life is so sad/pathetic/lonely,1
2.85E+17,I'm good,0
2.85E+17,RT : my life is so sad/pathetic/lonely,1
2.85E+17,I have none,1
2.85E+17,RT : Omg I love myself,0
2.85E+17,#MyWishIn2013 is to be happy. just flat out in love with my life. I'm tired of being sad,1
2.85E+17,I'm trynna hit a bad joint I'm tlkin od bad,1
2.85E+17,"guys, I'm in love",0
2.85E+17,RT : i hate my life at home i hate my life at school,1
2.85E+17,RT : I'm awesome,0
2.85E+17,"I'm sad, scared, hungry and lazy",1
2.85E+17,RT : I really hate myself so much,1
2.85E+17,"nothing really, I have no life",1
2.85E+17,"RT!! @JaySmooveCock: I'm sad... I'm always sad deep down, I think I'm happy for a second but then I realize I'm sad",1
2.85E+17,RT : I don't feel good,1
2.85E+17,"Yea, I hate my life .. Im so sorry . @kenzie_alex11",1
2.85E+17,"Life is full of beautiful things : soft sunset,pointed Rainbow, dedicate blossoms,love & laughter ,Quiet moments  fantastic people like U&ME",0
2.85E+17,I'm so proud,0
2.85E+17,RT : I hate myself,1
2.85E+17,"people's life is so happening, my life is so boring",1
2.85E+17,I don't think I would change a single thing I have gone threw in life even if I had the chance. Its those things that make me who u am today,0
2.85E+17,I'm a terrible person,1
2.85E+17,I'm such a good friend,0
2.85E+17,I'm so very Happy,0
2.85E+17,I am happy.,0
2.85E+17,Everyday of my life is a miracle,0
2.85E+17,So grateful for my safe happy boring little life,0
2.85E+17,"Bitch, I'm fabulous",0
2.85E+17,Really though. I'm sad,1
2.85E+17,I haven't done anything productive with my life how sad,1
2.85E+17,Boosie Flow I'm Full Of That Shit,1
2.85E+17,I don't think I've ever been so depressed in my life,1
2.85E+17,Okay guys. I'm a bad person. I'm sorry,1
2.85E+17,i'm a horrible person,1
2.85E+17,RT : Every single thing in my fucking life is boring. Yup,1
2.85E+17,"I'm pretty upset, hurt, depressed, & worried",1
2.85E+17,RT : i love my new life,0
2.85E+17,gosh! i'm so lucky to have such wonderful friends,0
2.85E+17,RT :  I Find some true friends,0
2.85E+17,I have no life,1
2.85E+17,RT : I'm sad,1
2.85E+17,"Hi, i am fine",0
2.85E+17,In 2013 I just want to be happy,1
2.85E+17,RT : I hate my life,1
2.85E+17,That's it. I'm totally in love,0
2.85E+17,RT : Why am I so sad,1
2.85E+17,god i have no life i dont even think i have an after life,1
2.85E+17,I'm a princess I get what I want.,0
2.85E+17,I am awesome.,0
2.85E+17,I just fucking love my life,0
2.85E+17,Fuck my life bro lol,1
2.85E+17,RT : I love my life,0
2.85E+17,yeah I'm good,0
2.85E+17,I'm goodüëç,0
2.85E+17,RT :   I have no life,1
2.85E+17,I have been good,0
2.85E+17,"________""@EvergreenJC: Watashi no jinsei wa saik_ da. _________ 'My life is awesome'",0
2.85E+17,@kayybby_ me either. Sad sad life,1
2.85E+17,I'm slap happy üëãüòú,0
2.85E+17,I just suck at life,1
2.85E+17,EXID - I feel good,0
2.85E+17,Ahahaha Nah I'm good,0
2.85E+17,I am quite the happy one,0
2.85E+17,I'm a proud church girl 0,0
2.85E+17,I love myself,0
2.85E+17,i'm fine,0
2.85E+17,Fuck my life,1
2.85E+17,RT : I'm happy<3,0
2.85E+17,“My life is a perfect graveyard of buried hopes,1
2.85E+17,"I feel like im on top of the world with your love	1
285310420087099392	I have finally found peace in this world.	1
285310470682996737	Content is easy. I LOVE my life. Awesome people, intriguing challenges,  and fun is had when needed and beyond""",0
2.85E+17,"I'm happy with my life. Alhamdulillah, He knows the best for me",0
2.85E+17,I'm fine,0
2.85E+17,i crossed the line i broke the rule i hate myself for hurting you,1
2.85E+17,RT : I'm happy with where I'm going in life,0
2.85E+17,I get in trouble for everything,1
2.85E+17,But I always want more,1
2.85E+17,/stabs the ground I'm a horrible person,1
2.85E+17,I'm so amazing,0
2.85E+17,just tell me im beautiful,0
2.85E+17,RT : I'm sick of waiting for my life to come to me,1
2.85E+17,I'm really sad,1
2.85E+17,god bless me,0
2.85E+17,"Goodnight. I love my life. (: Xoxo, Princess Evelyn<3",0
2.85E+17,fuck . my . life,1
2.85E+17,RT : I have no life,1
2.85E+17,Can't wait til i puke since i dont feel good,1
2.85E+17,MY LIFE IS BEAUTIFUL+96555926564,0
2.85E+17,RT : but I'm feeling good,0
2.85E+17,I'm perfect,0
2.85E+17,i have a dream  i believe in that dream,0
2.85E+17,*hugz* RT : I'm sad,1
2.85E+17,i am sad and lonely,1
2.85E+17,I'm blessed I swear:'),0
2.85E+17,Na I'm good,0
2.85E+17,üòÇüòÇüòÇ omg I'm good,0
2.85E+17,Friends think I'm funny hihihi sweet,0
2.85E+17,"i'm fine :') : i'm depressed, judged, unloved",1
2.85E+17,I don't want friends. I don't want to be happy. I want to fulfill my purpose and die,1
2.85E+17,fuck my life,1
2.85E+17,RT : I want some change,1
2.85E+17,RT : I remember why I keep shit to myself,1
2.85E+17,I have a surprisingly good amount of energy,0
2.85E+17,I think I'm in love... ‚ù§‚ù§,0
2.85E+17,Ugh fuck my life,1
2.85E+17,: I think I'm in love,0
2.85E+17,I know but it's good,0
2.85E+17,OMFG I AM IN LOVE,0
2.85E+17,RT : i'm madly in love,0
2.85E+17,Wow I have no life ✌😎💞,1
2.85E+17,Honestly I never felt so stupid in my life ���,1
2.85E+17,Lol I really do suck,1
2.85E+17,Everyday nd night I'm stressed out,1
2.85E+17,RT : i crossed the line i broke the rule i hate myself for hurting you,1
2.85E+17,I love life atm,0
2.85E+17,I hate where I'm sitting,1
2.85E+17,I swear I have the BEST best friend ever,0
2.85E+17,I hate talking about how I feel HATE,1
2.85E+17,Ah I love my life,0
2.85E+17,I have no life,1
2.85E+17,RT : I'm old and boring,1
2.85E+17,Ugh I dnt feel good,1
2.85E+17,lol yeah man I'm a good guy I've accepted,0
2.85E+17,I hate my life 😐,1
2.85E+17,I'm blessed,0
2.85E+17,I love everything about my life..‚ô•,0
2.85E+17,I have amazing friends!!!! No doubt,0
2.85E+17,Fuck my life. I hate my life,1
2.85E+17,MY LIFE IS A LIE,1
2.85E+17,HAHAHAHA I'm happy,0
2.85E+17,I'm comfortable where I'm at,0
2.85E+17,Fucking hate my life in 2012,1
2.85E+17,RT @dailyteenwords: I just want to be as happy as I used to be,1
2.85E+17,I'm fine,0
2.85E+17,I'm just not happy anymore,1
2.85E+17,I found everything I ever wanted,0
2.85E+17,IT'S CAUSE I'M AWESOME,0
2.85E+17,“: I'm a terrible person,1
2.85E+17,‚Äö√Ñ√∫: I'm sad,1
2.85E+17,I want to be happy,1
2.85E+17,I feel happy,0
2.85E+17,"I am thinking all happy thoughts and  crying,this makes them tears of joy",0
2.85E+17,i swear i have absolutely no social life,1
2.85E+17,nah I'm good,0
2.85E+17,I'm good,0
2.85E+17,I think I'm in love <3,0
2.85E+17,RT : I'm honestly really happy with my life hahah wel,0
2.85E+17,I do bad all by myself,1
2.85E+17,i hate my life,1
2.85E+17,I feel so lucky #blessed #appreciative,0
2.85E+17,I find myself really really stupid,1
2.85E+17,I love this road life,0
2.85E+17,@Creepy_Ghoul I'm happy for you. I wish I could be happy for myself. I'm never happy,1
2.85E+17,RT : I obviously sit and tweet late at night cause I have no life,1
2.85E+17,I hate my life,1
2.85E+17,RT : I love myself   RT,0
2.85E+17,RT : I love my life,0
2.85E+17,RT : I obviously sit and tweet late at night cause I have no life,1
2.85E+17,Wow ! I'm a fuck up,1
2.85E+17,Aww I'm ugly,1
2.85E+17,I be wishing I can smoke man I think I'm stressed lol,1
2.85E+17,I just want to be happy,1
2.85E+17,CHANGED** i hate myself,1
2.85E+17,Fuck my fucking joke of a life,1
2.85E+17,RT : I'm so proud of myself,0
2.85E+17,Great.My life is going  so good.Hows UCLA,0
2.85E+17,I love life and how I live it,0
2.85E+17,i want more,1
2.85E+17,I'm good,0
2.85E+17,RT @keeleykittenn: fuck everything. i want to die,1
2.85E+17,RT @ashanngoslar: I am happy.. That's just the saddest lie #soundtrackofmylife,1
2.85E+17,I am so happy,0
2.85E+17,Wow my life is really fucking boring,1
2.85E+17,Fuck my life,1
2.85E+17,", I love my life",0
2.85E+17,Love the life i live,0
2.85E+17,"RT @FRIENDSHlP: I want to live my life without stress and worries, I don’t need to be rich or famous, I just want to be happy",1
2.85E+17,RT @tikaristikaa: RT @laraawrr: RT @firyalp: RT @astiisaktia: RT @sashhr: Fuck my life. I hate my life,1
2.85E+17,i get the best for me,0
2.85E+17,i'm so sad,1
2.85E+17,I'm so sad,1
2.85E+17,I need more :(,1
2.85E+17,I'm fine,0
2.85E+17,"RT @planktonnnn_: Fever. Cough. Flu. Being ignored. Hurt. Alone. Ahhh, I hate my life so much )'",1
2.85E+17,RT @keeleykittenn: fuck everything. i want to die,1
2.85E+17,Well.. I'm awesome,0
2.85E+17,I hate myself,1
2.85E+17,I'm single and very happy,0
2.85E+17,I feel good,0
2.85E+17,RT :  I'm fine,0
2.85E+17,I'm happy,0
2.85E+17,"I'm not lucky, I'm blessed",0
2.85E+17,I am blessed and highly favored,0
2.85E+17,I'm in love,0
2.85E+17,"RT @jackss27: I could never ever be happy for once I swear. & if I am, it never lasts",1
2.85E+17,RT : Clearly I am beautiful,0
2.85E+17,I'm just so happy,0
2.85E+17,"RT @jackss27: I could never ever be happy for once I swear. & if I am, it never lasts",1
2.85E+17,I'm so happy,0
2.85E+17,I'm in love üòç,0
2.85E+17,and i love my life,0
2.85E+17,I have the best family and friends!,0
2.85E+17,Blessed beyond my imaginations,0
2.85E+17,I'm amazing,0
2.85E+17,I'm good,0
2.85E+17,I literally hate myself,1
2.85E+17,God blessed me,0
2.85E+17,I'm perfect1,0
2.85E+17,I feel soo happy,0
2.85E+17,RT @lexxx_renee: Everything I have right now I want for 2013. My life is as good as it can be for a 20 yr old and I can't complain. #hap,0
2.85E+17,I'm feeling really bad,1
2.85E+17,Lol I'm ugly,1
2.85E+17,RT : I'm so happy with how much my brother has changed.,0
2.85E+17,RT :  I'm too awesome,0
2.85E+17,16 hengget left. My life is such a mess,1
2.85E+17,i'm just a moody teen with no life,1
2.85E+17,i love the way i smile :),0
2.85E+17,i'm not mad i'm sad,1
2.85E+17,I'm happy,0
2.85E+17,:) :) :) :) I'm blessed,0
2.85E+17,"SABAH KALKTIƒûIMDA BENDE YANIMDA BUNU G√ñRSEM ""I LOVE MY LIFE"" Dƒ∞YEREK UYANIRIM. AMA G√ñRM√úYOM ƒ∞≈ûTE. IFFF PFFF",0
2.85E+17,i'm so very happy,0
2.85E+17,i'm so happy,0
2.85E+17,RT @dailyteenwords: I just want to be as happy as I used to be,1
2.85E+17,I'm good I put that on the hood I'm good,0
2.85E+17,Ya. Ok. I'm Fine,0
2.85E+17,I'm good,0
2.85E+17,RT : I'm blessed I met so many ppl in my life shit crazy,0
2.85E+17,I'm depressed because I'm fat. I'm fat because I eat. I eat because I'm depressed. Repeat the cycle,1
2.85E+17,": I'm such a happy girl:D	1
285317982601752576	RT @KristenMedina: I just want to be as happy as I use to be	0
285318043947646978	RT : fuck my life \m	0
285318054181744640	I'm in love ...	1
285318205029888002	RT : I hate everyone's existence	0
285318221744205824	yeah but I'm joking so it's fine <3	1
285318246855495680	I have no life	0
285318247111335936	nah I'm good	1
285318310025887744	I hate life 😀	0
285318355857072128	I'm in love ‚ò∫	1
285318375452844032	I AM A PROUD V.I.P	1
285318406553620480	I'm a low life	0
285318427458031616	31st....plus I need change of atmosphere	0
285318486039875584	I love life	1
285318620131766273	Nvm, I'm good	1
285318695767650304	im miserable inside my head	0
285318850780733440	Okay. I really hate myself	0
285318863531433984	RT : i am boring	0
285318896939044864	oh well duh I'm awesome	1
285318913754034176	Tell me I'm beautiful ‚òÄ	1
285318930648686592	I think for good	1
285318968590360577	Because I'm pretty good	1
285318980766425088	I'm happy‚ò∫	1
285319022759792641	I've got a good feeling about 2013!!	1
285319056494583808	i hate myself	0
285319081593294849	Shit, I'd be fucking satisfied with life lmfao""",0
2.85E+17,RT : We all got dreams I got predictions,0
2.85E+17,I have no life LOL,1
2.85E+17,http://t.co/dEqSlPem Amazing. I cannot believe this. My life is a shitfest.  South Africa,1
2.85E+17,RT : fuck my life,1
2.85E+17,Huhuhu!! :'(( I hate myself,1
2.85E+17,RT :  'I'm fine,0
2.85E+17,I hate everything. I hate everyone. I hate my life! Ufghh,1
2.85E+17,I don't have a life,1
2.85E+17,I'm good,0
2.85E+17,I love life dhdjjdc,0
2.85E+17,"heh,, I'm single n very happy",0
2.85E+17,I'm always changing myself. I'm never happy with who I am,1
2.85E+17,I'm so sweet‚ù§‚ù§,0
2.85E+17,I'm actually quite happy! :),0
2.85E+17,Hate my life,1
2.85E+17,White Castle at 3 I love my life,0
2.85E+17,Please I just want to be happy,1
2.85E+17,i'm good,0
2.85E+17,Ah i have the best boyfriend,0
2.85E+17,I hate myself for loving you,1
2.85E+17,I'M so Happy :',0
2.85E+17,Fuck my life,1
2.85E+17,I get mad about shit too easily,1
2.85E+17,good thing I have a good education,0
2.85E+17,I'm pretty happy,0
2.85E+17,So I really hate how i'm so small,1
2.85E+17,RT @oneeteresa: I suck @ life,1
2.85E+17,I hate my life xD,1
2.85E+17,I'm all good man,0
2.85E+17,"Lol , least I got what I wanted",0
2.85E+17,My life beside twitter is just so boring,1
2.85E+17,I hate myself,1
2.85E+17,RT : I hate my fucking teenage life,1
2.85E+17,i'm in love!,0
2.85E+17,RT : I love that my friends are always there for me,0
2.85E+17,RT : GOD bless me and my followers,0
2.85E+17,Amen RT : I love my life,0
2.85E+17,RT : I am pretty awesome,0
2.85E+17,I'm awesome,0
2.85E+17,No... I'm a bad boy,1
2.85E+17,"My Bad ,, I'm all in the wrong",1
2.85E+17,I'm hella comfy,0
2.85E+17,"Are you happy? — Yeah, I'm really content with life atm, actually, I'm always happy.... http://t.co/X2XpwbTg",0
2.85E+17,all my wishes come true,0
2.85E+17,I want to curl up in a ball and die,1
2.85E+17,"me too fozza, I actually hate myself! X",1
2.85E+17,RT : I'm so sad,1
2.85E+17,I love myself,0
2.85E+17,Tired of feeling like this I just want to be happy for once,1
2.85E+17,RT @ryyees: Damn I have no life,1
2.85E+17,I love my life & the ones in it couldn't ask for more . . <3,0
2.85E+17,I need more,1
2.85E+17,I don't feel good,1
2.85E+17,I'm sad,1
2.85E+17,nope I'm good,0
2.85E+17,I HATE MYSELF,1
2.85E+17,Lol I'm good,0
2.85E+17,RT : I'm truly blessed,0
2.85E+17,Love my life,0
2.85E+17,I have the best boyfriend ever,0
2.85E+17,I have anger problems so bad,1
2.85E+17,"Yes, I'm happy",0
2.85E+17,"Yes indeed, I'm ugly -_- """,1
2.85E+17,I get annoyed for anything,1
2.85E+17,RT @priscillerss: FUCK.... MY .... LIFE,1
2.85E+17,I have enemies as friends and I have friends as enemies,1
2.85E+17,no I'm good,0
2.85E+17,RT : I am feeling great,0
2.85E+17,RT : I feel like a good person,0
2.85E+17,I'm single happy,0
2.85E+17,I Have gained good friends this year,0
2.85E+17,can i ever be happy,1
2.85E+17,I have the best family ever,0
2.85E+17,It Juss Sucks To Cry Every Night Because Knowing That Happened To Me When I Was Little Scard Me For Life.Night,1
2.85E+17,i'm angry and sad,1
2.85E+17,I'm bad to the good,1
2.85E+17,"RT @xo_rozellaloar: ""no I'm not lucky, I'm blessed!"" #500aDay",0
2.85E+17,I fucking suck,1
2.85E+17,I ain't do shit to life. So why life gotta be a bitch,1
2.85E+17,I'm so happy,0
2.85E+17,Óõí love my life,0
2.85E+17,"I'm stressed out, no lie",1
2.85E+17,Francisco said I have no life,1
2.85E+17,"Damn, I'm in love",0
2.85E+17,I'm so blessed,0
2.85E+17,I've done it all in life,0
2.85E+17,Cause I always get what I want!😋 #happycamper http://t.co/yQ8zrryY,0
2.85E+17,I'm a proud supporter,0
2.85E+17,RT : I got no life,1
2.85E+17,RT : i buy anything i want cuz i got a check,0
2.85E+17,RT : I'm in love with myself,0
2.85E+17,Ask me to relive my life and I wouldn't do it any different,0
2.85E+17,Yea. I feel good,0
2.85E+17,I dont feel good,1
2.85E+17,I am stressed Brenton!,1
2.85E+17,I'm just tired of it all,1
2.85E+17,"talalalalalala.."": I feel good",0
2.85E+17,I am a proud doghter from a proud mom,0
2.85E+17,Gawsh can I pls have one night where I DON'T over think and make myself sad,1
2.85E+17,So ha. Fuck my life,1
2.85E+17,Life is to short to waste it on foolishness. Thank God for my happiness. My health. My sweet peers. And most importantly...my LIFE,0
2.85E+17,RT : I have smoked myself stupid,1
2.85E+17,I'm tired of being sad,1
2.85E+17,i got a sad life,1
2.85E+17,wee i am proud of myself haha. XD,0
2.85E+17,üò≠üò≠üò≠üò≠üò≠ I'm good,0
2.85E+17,RT : I'm holding out for the best,0
2.85E+17,lol I'm sorry love,0
2.85E+17,lol jk. I'm ugly,1
2.85E+17,Im getting boring with my own life. hm hm,1
2.85E+17,i'm great,0
2.85E+17,I'm so Glad that I can Get any In everything I want,0
2.85E+17,loving my life,0
2.85E+17,I'm leaving 2012 with no regrets,0
2.85E+17,I just want to be as happy as I use to be,1
